NAME	ROLE	HU	EN	ORG	DATE	DATE
SzijjartoPeter	minister	külgazdasági és külügyminiszter	minister of foreign trade and foreign affairs	GOV.12	2022-05-24	
SzijjartoPeter	member			GOV.12	2022-05-24	
SzijjartoPeter	head	külgazdasági és külügyminiszter	minister of foreign trade and foreign affairs	ministry.Kul	2022-05-24	
SzijjartoPeter	member			ministry.Kul	2022-05-24	
SzijjartoPeter	secretaryOfState	Külgazdasági és Külügyminisztérium parlamenti államtitkára	parliamentary secretary of state for Ministry of Foreign Affairs and Trade	ministry.Kul	2014-06-15	2014-09-22
SzilagyiGyorgy	member	Kulturális bizottság tagja	member of the Commitee on Culture	org.KultB	2020-06-08	2022-05-01
SzilagyiGyorgy	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2018-05-07
SzilagyiGyorgy	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-05-08	2020-06-08
SzilagyiGyorgy	secretary	jegyző	notary	OGY.8	2018-05-08	2020-06-04
SzolgaJozsef	member	horvát nemzetiségi szószóló	advocate for the Croatian minority	org.MNemzB 	2018-05-09	2022-05-01
SzolgaJozsef	member	horvát nemzetiségi szószóló	advocate for the Croatian minority	org.MNemzB 	2022-05-02	
SztarayPeterAndras	secretaryOfState	biztonságpolitikáért felelős államtitkár	secretary of state for security policy	ministry.Kul	2018-06-23	2022-05-23
SztarayPeterAndras	secretaryOfState	biztonságpolitikáért felelős államtitkár	secretary of state for security policy	ministry.Kul	2022-05-02	
SztojkaAttila	member	Népjóléti Bizottság tag	member of the Committee on Social Welfare	org.NB  	2022-05-02	
SztojkaAttila	member	Törvényalkotási Bizottság tag	member of the Committee on Legislation	org.TB   	2022-05-02	2022-06-08
SzucsLajos	member			org.KB	2014-06-02	2018-05-07
SzucsLajos	member			org.KB	2018-05-18	2022-05-01
SzucsLajos	member			org.KB	2022-05-02	
SzucsLajos	deputyHead	Költségvetési bizottság alelnöke	deputy head of the Committee on the Budget	org.KB	2014-06-02	2018-05-07
SzucsLajos	deputyHead	Költségvetési bizottság alelnöke	deputy head of the Committee on the Budget	org.KB	2018-05-18	2022-05-01
SzucsLajos	deputyHead	Költségvetési bizottság alelnöke	deputy head of the Committee on the Budget	org.KB	2022-05-02	
SzucsLajos	member	a Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2018-10-15
SzucsLajos	secretary	jegyző	notary	OGY.7	2014-06-06	2018-05-07
SzucsLajos	secretary	jegyző	notary	OGY.8	2018-05-08	2022-05-01
SzucsLajos	secretary	jegyző	notary	OGY.9	2022-05-02	
SzuperakBrigitta	member	ukrán nemzetiségi szószóló	advocate for the Ukrainian minority	org.MNemzB 	2018-05-09	2022-05-01
TakacsSzabolcsFerenc	secretaryOfState	Európai uniós politikák kialakításáért és koordinációjáért felelős államtitkár	secretary of state for creating and coordinating EU politics	ministry.Kul	2018-05-25	2019-07-15
TallaiAndras	secretaryOfState	Nemzetgazdasági Minisztérium parlamenti és adóügyekért felelős államtitkára	parliamentary and tax secretary of state for the Ministry of National Economy	ministry.NGM	2014-06-06	2018-05-22
TallaiAndras	secretaryOfState	Pénzügyminisztérium parlamenti államtitkára	parliamentary secretary of state for the Ministry of Finance	ministry.Penz	2018-05-22	2022-05-23
TallaiAndras	secretaryOfState	Pénzügyminisztérium parlamenti államtitkára	parliamentary secretary of state for the Ministry of Finance	ministry.Penz	2022-05-02	
TapolczaiGergely	member	a Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2014-06-06	2018-05-07
TapolczaiGergely	member	a Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2018-05-18	2022-05-01
TapolczaiGergely	member	a Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2022-05-02	
TapolczaiGergely	member	a Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2015-02-16	2018-05-07
TapolczaiGergely	member	a Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-05-18	2022-05-01
TapolczaiGergely	member	a Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2022-05-02	
TasnadiLaszlo	secretaryOfState	rendészeti államtitkár	secretary of state for law enforcement	ministry.Bel	2014-06-06	2018-05-22
TasoLaszlo	secretaryOfState	közlekedéspolitikáért felelős államtitkár	secretary of state for transport policy	ministry.NFM	2014-07-01	2017-01-31
TasoLaszlo	secretaryOfState	10 ezer főnél kevesebb lakosú települések fejlesztéséért felelős államtitkár	secretary of state for the development of settlements with fewer than 10 thousand inhabitants	ministry.Min	2017-02-08	2018-05-17
TeglasiAndras	head	Nemzeti Választási Bizottság elnöke	head of the National Election Committee	org.NVB 	2021-02-19	
TeglasiAndras	member			org.NVB 	2018	
TelekiLaszlo	member	Igazságyügyi bizottság tagja	member of the Committee on Justice	org.IB	2014-06-06	2018-05-07
TesselyZoltan	member			org.EUB 	2014-06-06	2018-05-07
TesselyZoltan	member			org.EUB 	2018-05-18	2022-05-01
TesselyZoltan	member			org.EUB 	2022-05-02	
TesselyZoltan	deputyHead	Európai ügyek bizottságának alelnöke	deputy head of the Committee on European Affairs	org.EUB 	2014-06-06	2018-05-07
TesselyZoltan	deputyHead	Európai ügyek bizottságának alelnöke	deputy head of the Committee on European Affairs	org.EUB 	2018-05-18	2022-05-01
TesselyZoltan	deputyHead	Európai ügyek bizottságának alelnöke	deputy head of the Committee on European Affairs	org.EUB 	2022-05-02	
TibaIstvan	member	Vállalkozásfejlesztési bizottság tagja	member of the Committee on Business Development	org.VB 	2014-06-06	2020-07-03
TibaIstvan	secretary	jegyző	notary	OGY.7	2014-06-06	2018-05-07
TibaIstvan	secretary	jegyző	notary	OGY.8	2018-05-18	2022-05-01
TibaIstvan	secretary	jegyző	notary	OGY.9	2022-05-02	
TiffanZsolt	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2014-06-06	2018-05-07
TilkiAttila	member			org.KB	2014-06-06	2018-05-07
TilkiAttila	member			org.KB	2018-05-18	2022-05-01
TilkiAttila	member			org.KB	2022-05-02	
TilkiAttila	deputyHead	a Költségvetési bizottság alelnöke	deputy head of the Committee on Budget	org.KB	2014-06-06	2018-05-07
TilkiAttila	deputyHead	a Költségvetési bizottság alelnöke	deputy head of the Committee on Budget	org.KB	2018-05-18	2022-05-01
TilkiAttila	deputyHead	a Költségvetési bizottság alelnöke	deputy head of the Committee on Budget	org.KB	2022-05-02	
TirtsTamasAttila	member	Közszolgálati Közalapítvány Kuratórium tagja	member of the board of trustees for the Public Service Public Foundation	org.KozK  	2021-05-18	
TobiasJozsef	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2016-11-07	2018-05-07
TobiasJozsef	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2019-04-01	2019-10-31
TobiasJozsef	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2014-09-15
TomposMartonKristof	member	Mentelmi Bizottság tag	member of the Committee on Immunity	org.MB  	2022-05-02	
TordaiBence	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2022-05-02	
TordaiBence	member	Vállalkozásfejlesztési bizottság tagja	member of the Committee on Business Development	org.VB 	2018-05-18	2022-05-01
TordaiBence	secretary	jegyző	notary	OGY.8	2018-05-18	2022-05-01
ToroGabor	deputyHead	Kulturális bizottság alelnöke	deputy head of the Committee on Culture	org.KultB	2014-06-06	2014-06-01
ToroGabor	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2018-05-18	2018-10-15
ToroGabor	member	Kulturális bizottság tagja	member of the Committee on Culture	org.KultB	2014-06-06	2018-05-07
ToroGabor	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-10-15	2022-05-01
ToroGabor	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2022-05-02	
ToroGabor	member	Vállalkozásfejlesztési bizottság tagja	member of the Committee on Business Development	org.VB	2015-02-16	2018-05-07
TothBertalan	member	a Törvényalkotási bizottság tagja	member of the Committee on Budget	org.TB	2014-06-06	2019-03-04
TothCsaba	member			org.GB 	2014-06-06	2018-05-07
TothCsaba	member			org.GB 	2018-05-18	2022-05-01
TothCsaba	member			org.GB 	2022-05-02	
TothCsaba	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB 	2014-06-06	2018-05-07
TothCsaba	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB 	2018-05-18	2022-05-01
TothCsaba	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB 	2022-05-02	
TothEndre	member	Költségvetési Bizottság tag	member of the Committee on Budget	org.KB  	2022-05-02	
TothEndre	member	Kulturális bizottság tag	member of the Committee on Culture	org.KultB  	2022-05-02	
TrocsanyiLaszlo	minister	igazságügyi miniszter	minister of justice	GOV.10	2014-06-06	2018-05-17
TrocsanyiLaszlo	member			GOV.10	2014-06-06	2018-05-17
TrocsanyiLaszlo	head	igazságügyi miniszter	minister of justice	ministry.Igazsag	2014-06-06	2018-05-17
TrocsanyiLaszlo	member			ministry.Igazsag	2014-06-06	2018-05-17
TrocsanyiLaszlo	minister	igazságügyi miniszter	minister of justice	GOV.11	2018-05-18	2019-06-30
TrocsanyiLaszlo	member			GOV.11	2018-05-18	2019-06-30
TrocsanyiLaszlo	member			ministry.Igazsag	2018-05-18	2019-06-30
TrocsanyiLaszlo	head	igazságügyi miniszter	minister of justice	ministry.Igazsag	2018-05-18	2019-06-30
TukacsIstvan	member			org.EUB	2016-11-07	2018-05-07
TukacsIstvan	member		member of the Committee on Legislation	org.TB 	2014-06-06	2016-11-07
TurgyanTamas	member	örmény nemzetiségi szószóló	advocate for the Armenian minority	org.MNemzB	2014-06-06	2018-05-07
TuriKovacsBela	member			org.FFB 	2014-06-06	2018-05-07
TuriKovacsBela	member			org.FFB 	2018-05-18	2022-05-01
TuriKovacsBela	member			org.FFB 	2022-05-02	
TuriKovacsBela	deputyHead	a Fenntartható fejlődés bizottságának alelnöke	deputy head of the Committee on Sustainable Development	org.FFB 	2014-06-06	2018-05-07
TuriKovacsBela	deputyHead	a Fenntartható fejlődés bizottságának alelnöke	deputy head of the Committee on Sustainable Development	org.FFB 	2018-05-18	2022-05-01
TuriKovacsBela	deputyHead	a Fenntartható fejlődés bizottságának alelnöke	deputy head of the Committee on Sustainable Development	org.FFB 	2022-05-02	
TuriKovacsBela	head	az Országgyűlés korelnöke	senior chairperson of the National Assembly	OGY.7	2014-06-06	2018-05-07
TuriKovacsBela	head	az Országgyűlés korelnöke	senior chairperson of the National Assembly	OGY.8	2018-05-18	2022-05-01
TuriKovacsBela	head	az Országgyűlés korelnöke	senior chairperson of the National Assembly	OGY.9	2022-05-02	
TuzsonBence	deputyHead	Törvényalkotási bizottság	deputy head of the Committee on Legislation	org.TB 	2014-06-02	2015-11-02
TuzsonBence	member			org.TB 	2014-06-02	2015-11-02
TuzsonBence	member	Vállalkozásfejlesztési bizottság	member of the Committee on Business Development	org.VB	2014-06-06	2014-06-02
TuzsonBence	secretaryOfState	Miniszterelnöki Kabinetiroda államtitkára	secretary of state for the Cabinet Office of the Prime Minister	ministry.Kabi	2022-05-25	
TuzsonBence	secretaryOfState	Miniszterelnöki Kabinetiroda államtitkára	secretary of state for the Cabinet Office of the Prime Minister	ministry.Kabi 	2015-10-21	2018-05-17
TuzsonBence	secretaryOfState	Miniszterelnöki Kabinetiroda államtitkára	secretary of state for the Cabinet Office of the Prime Minister	ministry.Kabi 	2020-01-03	2022-05-23
TuzsonBence	secretaryOfState	Miniszterelnökség államtitkára		ministry.Min	2018-05-22	2020-01-02
TuzsonBence	secretaryOfState	közszolgálatért felelős államtitkár	secretary of state for public service	ministry.Min	2014-06-06	2020-01-03
UjhelyiIstvan	member	európai parlamenti képviselő	member of the European Parliament	EP	2014-05-05	
UngarPeter	secretary	korjegyző	junior notary	OGY.8	2018-05-18	2018-05-18
UngarPeter	secretary	korjegyző	junior notary	OGY.9	2022-05-02	2022-05-02
UngarPeter	member	Európai ügyek bizottsága		org.EUB	2018-05-18	2018-10-15
UngarPeter	member	Nemzetbiztonsági bizottság tagja	member of the Committee on National Security	org.NVedB	2018-11-26	2022-05-01
VadaiAgnes	deputyHead	Honvédelmi és rendészeti bizottság alelnöke	deputy head of the Committee on Defence and Law Enforcement	org.HRB 	2018-05-18	2022-05-01
VadaiAgnes	member	Honvédelmi és rendészeti bizottság tagja	member of the Committee on Defence and Law Enforcement	org.HRB 	2018-05-18	2022-05-01
VadaiAgnes	member	Honvédelmi és rendészeti bizottság tagja	member of the Committee on Defence and Law Enforcement	org.HRB 	2014-05-26	2018-05-07
VadaiAgnes	member	a Külügyi bizottság tagja	member of the Committee on Foreign Affairs	org.KulB  	2022-05-02	
VagoSebestyen	deputyHead	Népjóléti bizottság alelnöke	deputy head of the Committee on Social Welfare	org.NB	2015-02-16	2018-05-07
VagoSebestyen	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB	2014-06-06	2018-05-07
VajdaZoltan	head	Költségvetési Bizottság elnök	head of the Committee on Budget	org.KB 	2022-05-02	
VajdaZoltan	member			org.KB 	2022-05-02	
VantaraGyula	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB	2014-06-06	2014-06-02
VantaraGyula	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB	2014-06-06	2014-06-23
VantaraGyula	member			org.KB	2014-09-15	2018-05-07
VantaraGyula	member	Mezőgazdasági bizottság tagja	member of the Committee on Agriculture	org.MezoB 	2014-06-23	2014-09-15
VargaDammAndrea	deputyHead	a Honvédelmi és rendészeti bizottság alelnöke	deputy head of the Committee on Defence and Law Enforcement	org.HRB 	2019-05-27	2020-05-27
VargaDammAndrea	member			org.HRB 	2019-05-27	2020-05-27
VargaDammAndrea	member	Igazságügyi bizottság tagja	member of the Committee on Justice	org.IB	2018-05-18	2020-05-27
VargaDammAndrea	member	Igazságügyi bizottság tagja	member of the Committee on Justice	org.IB	2020-06-08	2022-05-01
VargaDammAndrea	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2018-05-18	2019-05-27
VargaFerenc	secretary	korjegyző	junior notary	OGY.9	2022-05-02	
VargaFerenc	member	Népjóléti Bizottság tag	member of the Committee on Social Welfare	org.NB  	2022-05-02	
VargaGabor	member	Fenntartható fejlődés bizottság tagja	member of the Committee on Sustainable Development	org.FFB 	2014-06-06	2018-05-07
VargaGabor	member	Fenntartható fejlődés bizottság tagja	member of the Committee on Sustainable Development	org.FFB 	2018-05-18	2022-05-01
VargaGabor	member	Fenntartható fejlődés bizottság tagja	member of the Committee on Sustainable Development	org.FFB 	2022-05-02	
VargaGabor	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB	2018-10-15	2022-05-01
VargaGabor	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB	2022-05-02	
VargaJozsef	member	Igazságügyi bizottság tagja	member of the Committee on Justice	org.IB	2014-06-06	2018-05-07
VargaJudit	minister	igazságügyi miniszter	Minister of Justice	GOV.11	2019-07-11	2022-05-23
VargaJudit	member			GOV.11	2019-07-11	2022-05-23
VargaJudit	head	igazságügyi miniszter	Minister of Justice	ministry.Igazsag	2019-07-11	2022-05-23
VargaJudit	member			ministry.Igazsag	2019-07-11	2022-05-23
VargaJudit	minister	igazságügyi miniszter	Minister of Justice	GOV.12	2022-05-24	
VargaJudit	member			GOV.12	2022-05-24	
VargaJudit	member			ministry.Igazsag	2022-05-24	
VargaJudit	head	igazságügyi miniszter	Minister of Justice	ministry.Igazsag	2022-05-24	
VargaJudit	secretaryOfState	a Miniszterelnökség európai uniós kapcsolatokért felelős államtitkára	secretary of state of Prime Ministry responsible for European Union relations	ministry.Min	2018-05-22	2019-07-10
VargaLaszlo	member			org.VB 	2014-06-06	2016-09-12
VargaLaszlo	member			org.TB	2018-06-04	2022-05-01
VargaLaszlo	deputyHead			org.VB 	2014-06-06	2016-09-12
VargaLaszlo	deputyHead			org.TB	2018-10-01	2019-12-11
VargaLaszlo	member			org.IB	2018-05-18	2022-05-01
VargaLaszlo	member			org.TB	2016-09-12	2018-05-07
VargaLaszlo	secretary	jegyző	notary	OGY.8	2018-05-18	2022-05-01
VargaMihaly	deputyHead	miniszterelnök-helyettes	deputy prime minister	GOV.12	2022-05-24	2022-06-04
VargaMihaly	deputyHead	miniszterelnök-helyettes	deputy prime minister	GOV.11	2018-05-22	2022-05-23
VargaMihaly	minister	nemzetgazdasági miniszter	minister for national economy	GOV.10	2014-06-06	2018-05-17
VargaMihaly	member			GOV.10	2014-06-06	2018-05-17
VargaMihaly	head	nemzetgazdasági miniszter	minister for national economy	ministry.NGM	2014-06-06	2018-05-17
VargaMihaly	member			ministry.NGM	2014-06-06	2018-05-17
VargaMihaly	minister	pénzügyminiszter	minister of finance	GOV.11	2018-05-18	2022-05-23
VargaMihaly	member			GOV.11	2018-05-18	2022-05-23
VargaMihaly	member			ministry.Penz	2018-05-18	2022-05-23
VargaMihaly	member			ministry.Penz	2022-05-24	
VargaMihaly	head	pénzügyminiszter	minister of finance	ministry.Penz	2018-05-18	2022-05-23
VargaMihaly	minister	pénzügyminiszter	minister of finance	GOV.12	2022-05-24	
VargaMihaly	member			GOV.12	2022-05-24	
VargaMihaly	head	pénzügyminiszter	minister of finance	ministry.Penz	2022-05-24	
VargaSzimeon	deputyHead	Magyarországi Nemzetiségek Bizottsága alelnök	deputy head of the Committee on Nationalities in Hungary	org.MNemzB   	2022-05-09	
VargaSzimeon	member	bolgár nemzetiségi szószóló	advocate for the Bulgarian minority	org.MNemzB	2014-05-26	2018-05-07
VargaSzimeon	member	bolgár nemzetiségi szószóló	advocate for the Bulgarian minority	org.MNemzB	2018-05-18	2022-05-01
VargaSzimeon	member	bolgár nemzetiségi szószóló	advocate for the Bulgarian minority	org.MNemzB	2022-05-02	
VargaZoltan	deputyHead			org.MezoB	2022-05-02	2022-07-19
VargaZoltan	member			org.MezoB	2022-05-02	2022-07-19
VargaZoltan	head			org.NB 	2022-07-19	
VargaZoltan	member			org.NB 	2022-07-19	
VargaZoltan	member			org.NB	2020-02-17	2022-05-01
VargaZsAndras	head	Kúria elnöke	head of the Curia of Hungary	org.K 	2021-01-01	
VargaZsAndras	member			org.K 	2020-10-19	
VargaZsAndras	member	alkotmánybíró	constitutional judge	org.AB	2014-09-27	2020-10-16
VarghaTamas	deputyHead	Nemzetbiztonsági bizottság alelnök	deputy head of the Committee on National Security	org.NVedB  	2018-06-04	2018-07-02
VarghaTamas	member			org.NVedB  	2018-06-04	2018-07-02
VarghaTamas	secretaryOfState	Honvédelmi Minisztérium parlamenti államtitkára	parliamentary secretary of state for the Ministry of Defense	ministry.Hon	2014-06-06	2018-05-17
VarghaTamas	secretaryOfState	Honvédelmi Minisztérium parlamenti államtitkára	parliamentary secretary of state for the Ministry of Defense	ministry.Hon	2022-05-24	
VarghaTamas	secretaryOfState	polgári hírszerzésért felelős államtitkár	secretary of state for civilin intelligence	ministry.Kul	2018-05-18	2022-05-23
VarjuLaszlo	head	Költségvetési bizottság elnöke	head of the Committee on Budget	org.KB	2018-05-18	2022-05-01
VarjuLaszlo	member			org.KB	2018-05-18	2022-05-01
VarjuLaszlo	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB	2014-07-04	2017-10-02
VarjuLaszlo	member	Költségvetési bizottság	member of the Committee on Budget	org.KB	2017-10-02	2018-05-07
VarjuLaszlo	member	Népjóléti bizottság	member of the Committee on Social Welfare	org.NB	2022-05-02	2022-07-19
VasImre	deputyHead	Igazságügyi bizottság alelnöke	member of the Committee on Justice	org.IB	2015-09-22	2018-05-07
VasImre	member	Honvédelmi és rendészeti bizottság tagja	member of the Committee on Defence and Law Enforcement	org.HRB 	2014-06-06	2018-05-27
VasImre	member	Igazságügyi bizottság tagja	member of the Committee on Justice	org.IB	2014-06-23	2018-05-07
VasImre	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2018-05-07
VecseyLaszlo	member			org.TB 	2018-05-18	2022-05-01
VecseyLaszlo	member			org.TB 	2022-05-02	
VecseyLaszlo	deputyHead	Törvényalkotási bizottság alelnöke	deputy head of the Committee on Legislation	org.TB 	2018-05-18	2022-05-01
VecseyLaszlo	deputyHead	Törvényalkotási bizottság alelnöke	deputy head of the Committee on Legislation	org.TB 	2022-05-02	
VecseyLaszlo	head	Törvényalkotási bizottság elnöke	head of the Committee on Legislation	org.TB 	2014-06-06	2014-06-02
VecseyLaszlo	member			org.MezoB 	2018-05-18	2018-06-04
VecseyLaszlo	member			org.TB 	2014-06-06	2018-05-07
VejkeyImre	member			org.IB	2017-09-19	2018-05-07
VejkeyImre	member			org.IB	2018-05-18	2022-05-01
VejkeyImre	member			org.IB	2022-05-02	
VejkeyImre	head	Igazságügyi bizottság elnöke	head of the Committee on Justice	org.IB	2017-09-19	2018-05-07
VejkeyImre	head	Igazságügyi bizottság elnöke	head of the Committee on Justice	org.IB	2018-05-18	2022-05-01
VejkeyImre	head	Igazságügyi bizottság elnöke	head of the Committee on Justice	org.IB	2022-05-02	
VejkeyImre	member			org.MB 	2014-06-06	2017-09-18
VejkeyImre	head	Mentelmi bizottság elnöke	head of the Committee on Immunity	org.MB 	2014-06-06	2017-09-18
VejkeyImre	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2018-05-07
VejkeyImre	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-05-18	2022-05-01
VejkeyImre	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2022-05-02	
VelezArpad	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB	2014-06-06	2016-09-12
VelezArpad	member	Költségvetési bizottság	member of the Committee on Budget	org.KB	2016-09-12	2016-11-21
VelezArpad	member	Külügyi bizottság tagja	member of the Committee on Foreign Affairs	org.KulB 	2017-02-20	2018-05-07
VighLaszlo	deputyHead	Igazságügyi bizottság	deputy head of the Committee on Justice	org.IB	2022-06-08	
VighLaszlo	member	Igazságügyi bizottság tagja	member of the Committee on Justice	org.IB	2014-06-06	2018-05-07
VighLaszlo	member	Igazságügyi bizottság tagja	member of the Committee on Justice	org.IB	2018-05-18	2022-05-01
VighLaszlo	member	Igazságügyi bizottság tagja	member of the Committee on Justice	org.IB	2022-05-02	
VighLaszlo	member	Kulturális bizottság	member of the Committee on Culture	org.KultB	2022-05-02	2022-06-08
VinnaiGyozo	deputyHead	Kulturális bizottság alelnöke	deputy head of the Committee on Culture	org.KultB	2018-05-18	2018-06-04
VinnaiGyozo	member			org.KultB	2014-06-06	2018-05-07
VinnaiGyozo	member			org.KultB	2018-05-18	2022-05-01
VinnaiGyozo	member			org.KultB	2022-05-02	
VinnaiGyozo	secretary	jegyző	notary	OGY.8	2018-07-02	2022-05-01
VinnaiGyozo	secretary	jegyző	notary	OGY.9	2022-05-02	
ViragBarnabas	deputyHead	Magyar Nemzeti Bank alelnöke	deputy head of the Hungarian National Bank	org.MNB 	2020-06-22	
ViragBarnabas	member			org.MNB 	2020-06-22	
VitalyosEszter	secretaryOfState	európai uniós fejlesztéspolitikáért felelős államtitkár	secretary of state for European Union development policy	ministry.Emmi	2018-05-22	2021-09-20
VitalyosEszter	secretaryOfState	Miniszterelnökség európai uniós fejlesztésekért felelős államtitkára	secretary of state for Prime Ministry responsible for European Union developments	ministry.Min	2014-06-06	2018-05-17
VitanyiIstvan	member			org.IB	2014-06-23	2018-05-07
VitanyiIstvan	member			org.IB	2018-05-18	2022-05-01
VitanyiIstvan	member			org.IB	2022-05-02	
VitanyiIstvan	deputyHead	Igazságügyi bizottság alelnöke	deputy head of the Committee on Justice	org.IB	2014-06-23	2018-05-07
VitanyiIstvan	deputyHead	Igazságügyi bizottság alelnöke	deputy head of the Committee on Justice	org.IB	2018-05-18	2022-05-01
VitanyiIstvan	deputyHead	Igazságügyi bizottság alelnöke	deputy head of the Committee on Justice	org.IB	2022-05-02	
VitanyiIstvan	member	Mentelmi bizottság tagja	member of the Committee on Immunity	org.MB 	2014-06-06	2018-10-15
VizkeletyMariann	secretaryOfState	igazságügyi kapcsolatokért felelős államtitkár	secretary of state responsible for judicial relations	ministry.Igazsag	2014-06-06	2020-04-30
VNemethZsolt	member			org.KB	2022-05-02	
VNemethZsolt	deputyHead	Költségvetési bizottság alelnöke	deputy head of the Committee on Budget	org.KB	2018-06-04	2018-11-12
VNemethZsolt	deputyHead	Költségvetési bizottság alelnöke	deputy head of the Committee on Budget	org.KB	2022-05-02	2022-07-12
VNemethZsolt	member			org.KB	2018-06-04	2022-05-01
VNemethZsolt	secretaryOfState	környezetügyért, agrárfejlesztésért és hungarikumokért felelős államtitkár	secretary of state for environmental affairs, agricultural development and hungaricums	ministry.Fold	2014-06-15	2018-05-17
VolnerJanos	head	Vállalkozásfejlesztési bizottság elnöke	head of the Committee on Business Development	org.VB 	2014-06-06	2016-09-12
VolnerJanos	member			org.VB 	2014-06-06	2016-09-12
VolnerJanos	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2014-06-06	2018-10-05
VolnerJanos	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2018-10-15	2022-05-01
VolnerPal	secretaryOfState	Igazságügyi Minisztérium parlamenti államtitkára	parliamentary secretary of state for the Ministry of Justice	ministry.Igazsag	2015-10-09	2021-12-07
VonaGabor	member	Külügyi bizottság tagja	member of the Committee on Foreign Affairs	org.KulB  	2014-06-06	2018-05-07
WarvasovszkyTihamer	deputyHead	Állami Számvevőszék alelnöke		org.ASZ 	2010-07-05	2020-07-20
WarvasovszkyTihamer	member			org.ASZ 	2010-07-05	2020-07-20
WitzmannMihaly	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB 	2018-05-18	2022-05-01
WitzmannMihaly	member			org.GB 	2018-05-18	2022-05-01
WitzmannMihaly	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB 	2022-05-02	
WitzmannMihaly	member			org.GB 	2022-05-02	
WitzmannMihaly	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2014-06-06	2018-05-07
ZKarpatDaniel	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB 	2014-06-06	2016-10-10
ZKarpatDaniel	member			org.GB 	2014-06-06	2016-10-10
ZKarpatDaniel	deputyHead	Költségvetési bizottság alelnöke	deputy head of the Committee on Budget	org.KB	2022-05-02	2022-05-17
ZKarpatDaniel	member			org.KB	2022-05-02	2022-05-17
ZKarpatDaniel	head	Vállalkozásfejlesztési bizottság elnöke	head of the Committee on Business Development	org.VB	2016-09-12	2018-05-07
ZKarpatDaniel	member			org.VB	2016-09-12	2018-05-07
ZKarpatDaniel	head	Vállalkozásfejlesztési bizottság elnöke	head of the Committee on Business Development	org.VB	2018-05-18	2022-05-01
ZKarpatDaniel	member			org.VB	2018-05-18	2022-05-01
ZKarpatDaniel	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB	2016-10-10	2018-05-07
ZKarpatDaniel	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB	2022-05-02	
ZomborGabor	secretaryOfState	egészségügyért felelős államtitkár	secretary of state for healthcare	ministry.Emmi	2014-06-06	2015-08-27
ZsigmondBarnaPal	deputyHead	Külügyi bizottság alelnöke	deputy head of the Committee on Foreign Affairs	org.KulB  	2022-05-02	
ZsigmondBarnaPal	member			org.KulB  	2022-05-02	
ZsigmondBarnaPal	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2018-05-18	2018-06-04
