NAME	ROLE	HU	EN	ORG	DATE	DATE
HerczegZsolt	member	Fenntartható Fejlődés Bizottsága tag	member of the Committee on Sustainable Development	org.FFB  	2022-05-02	
HerczegZsolt	member	Költségvetési Bizottság tag	member of the Committee on Budget	org.KB  	2022-05-02	
HerczegZsolt	member	Törvényalkotási bizottság tag	member of the Committee on Legislation	org.TB   	2022-06-14	
HeringesAnita	secretary	korjegyző	junior notary	OGY.7	2014-06-06	2014-06-06
HeringesAnita	member	Fenntartható fejlődés bizottságának tagja	member of the Committee on Sustainable Development	org.FFB	2014-06-06	2018-05-07
HidveghiBalazs	member	európai parlamenti képviselő	MEP	EP	2019-07-02	
HillerIstvan	deputyHead	Országgyűlés alelnöke	vice president of the National Assembly	OGY.7	2014-06-06	2018-05-07
HillerIstvan	deputyHead	Országgyűlés alelnöke	vice president of the National Assembly	OGY.8	2018-05-18	2022-05-01
HillerIstvan	deputyHead	Törvényalkotási bizottság alelnöke	deputy head of the Committee on Legislation	org.TB	2022-05-02	
HillerIstvan	member			org.TB	2022-05-02	
HillerIstvan	member	Kulturális bizottság tagja	member of the Committee on Culture	org.KultB	2014-06-06	2018-05-07
HillerIstvan	member	Kulturális bizottság tagja	member of the Committee on Culture	org.KultB	2018-05-18	2022-05-01
HillerIstvan	member	Kulturális bizottság tagja	member of the Committee on Culture	org.KultB	2022-05-02	
HirtFerenc	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2014-06-06	2015-09-29
HirtFerenc	member	Törvényalkotási bizottság tagja	member or the Committee on Legislation	org.TB	2018-05-18	2018-12-07
HirtFerenc	member	Vállalkozásfejlesztési bizottság tagja	member of the Committee on Business Development	org.VB 	2015-09-29	2018-05-07
HiszekenyDezso	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2018-05-07
HiszekenyDezso	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-05-18	2022-05-01
HiszekenyDezso	secretary	jegyző	notary	OGY.7	2014-06-06	2018-05-07
HiszekenyDezso	secretary	jegyző	notary	OGY.8	2018-05-18	2022-05-01
HiszekenyDezso	secretary	jegyző	notary	OGY.9	2022-05-02	
HoffmannRozsa	deputyHead	Kulturális bizottság alelnöke	deputy head of the Committee on Culture	org.KultB	2014-06-10	2018-05-07
HoffmannRozsa	member			org.KultB	2014-06-10	2018-05-07
HoffmannRozsa	member	Külügyi bizottság tagja	member of the Committee on Foreign Affairs	org.KulB	2014-06-10	2018-05-07
HohnKrisztina	deputyHead	Költségvetési bizottság alelnöke	deputy head of the Committee on Budget	org.KB	2019-03-04	2022-05-01
HohnKrisztina	member			org.KB	2019-03-04	2022-05-01
HohnKrisztina	member	Mezőgazdasági bizottság tagja	member of the Committee on Agriculture	org.MezoB 	2018-06-11	2019-03-04
HollikIstvan	member	Európai ügyek bizottságának tagja	member of the Commitee on European Affairs	org.EUB 	2016-09-12	2017-10-30
HollikIstvan	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2015-10-19	2018-05-07
HollikIstvan	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2017-10-16	2018-05-07
HollikIstvan	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2022-05-02	
HollikIstvan	member	Vállalkozásfejlesztési bizottság tagja	member of the Committee on Business Development	org.VB 	2020-07-03	2022-05-01
HolmanMagdolnaJulianna	deputyHead	Állami Számvevőszék alelnöke	deputy head of the State Audit Office of Hungary	org.ASZ 	2020-07-20	
HolmanMagdolnaJulianna	member			org.ASZ 	2020-07-20	
HolvenyiGyorgy	member	európai parlamenti képviselő	MEP	EP	2014-07-01	
HolvenyiGyorgy	secretaryOfState	egyházi, nemzetiségi és civil társadalmi kapcsolatokért felelős államtitkár	secretary of state for church, nationality, and civil society relations	ministry.Emmi	2014-06-06	2014-05-25
HomolyaRobert	secretaryOfState	Nemzeti Fejlesztési Minisztérium államtitkára		ministry.NFM	2017-02-08	2018-05-17
HoppalPeter	deputyHead	Külügyi bizottság alelnöke	deputy head of the Committee on Foreign Affairs	org.KulB	2018-06-04	2022-05-01
HoppalPeter	member			org.KulB	2018-06-04	2022-05-01
HoppalPeter	deputyHead	Kulturális bizottság alelnöke	deputy head of the Committee on Culture	org.KultB	2022-05-02	2022-05-24
HoppalPeter	member			org.KultB	2022-05-02	2022-05-24
HoppalPeter	member	Kulturális bizottság tagja	member of the Committee on Culture	org.KultB	2014-06-06	2014-06-18
HoppalPeter	secretaryOfState	Emberi Erőforrások Minisztériumának államtitkára 		ministry.Emmi	2014-06-15	2018-05-17
HoppalPeter	secretaryOfState	Kulturális és Innovációs Minisztérium államtitkára 		ministry.KIM	2022-05-25	
HorcsikRichard	head	Európai ügyek bizottság elnöke	head of the Committee on European Affairs	org.EUB  	2014-06-06	2014-06-07
HorcsikRichard	member			org.EUB  	2014-06-06	2014-06-07
HorcsikRichard	head	Európai ügyek bizottság elnöke	head of the Committee on European Affairs	org.EUB	2018-05-18	2022-05-01
HorcsikRichard	member			org.EUB	2018-05-18	2022-05-01
HorcsikRichard	member	Külügyi bizottság tagja	member of the Committee on Foreign Affairs	org.KulB	2022-05-02	
HornungAgnesAnna	secretaryOfState	családügyért felelős államtitkár	secretary of state for families	ministry.KIM	2022-06-25	
HornungAgnesAnna	secretaryOfState	pénzügyekért felelős államtitkár (NGM)	secretary of state for finances	ministry.NGM	2015-10-09	2018-05-17
HornungAgnesAnna	secretaryOfState	pénzügyekért felelős államtitkár (PM)	secretary of state for finances	ministry.Penz	2018-05-18	2018-09-11
HorvathIldiko	secretaryOfState	Emberi Erőforrások Minisztériumának államtitkára 		ministry.Emmi	2018-10-16	2022-05-23
HorvathImre	member	Vállalkozásfejlesztési bizottság tagja	member of the Committee on Business Development	org.VB 	2015-06-08	2018-05-07
HorvathIstvan	deputyHead	Mezőgazdasági bizottság alelnöke	deputy head of the Committee on Agriculture	org.MezoB 	2014-06-06	2017-10-09
HorvathIstvan	member			org.MezoB 	2014-06-06	2017-10-09
HorvathIstvan	member	Európai ügyek bizottságának tagja	member of the Commitee on European Affairs	org.EUB 	2018-10-15	2020-03-23
HorvathIstvan	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2018-06-04	2020-06-19
HorvathIstvan	member	Mezőgazdasági bizottság tagja	member of the Commitee on Agriculture	org.MezoB 	2020-03-23	2022-05-01
HorvathIstvan	member	Mezőgazdasági bizottság tagja	member of the Commitee on Agriculture	org.MezoB 	2022-05-02	
HorvathIstvan	secretaryOfState	megyei jogú városok fejlesztésének koordinációjáért felelős államtitkár	secretary of state responsible for the coordination of the development of cities with county status	ministry.Min	2017-10-11	2018-05-17
HorvathLaszlo	deputyHead	Népjóléti bizottság alelnöke	deputy head of the Committee on Social Welfare	org.NB 	2022-05-02	
HorvathLaszlo	member			org.NB 	2022-05-02	
HorvathLaszlo	deputyHead	Törvényalkotási bizottság alelnöke	deputy head of the Committee on Legislation	org.TB	2014-06-02	2015-09-22
HorvathLaszlo	deputyHead	Törvényalkotási bizottság alelnöke	deputy head of the Committee on Legislation	org.TB	2018-10-15	2020-03-23
HorvathLaszlo	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-02	2018-05-07
HorvathLaszlo	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-05-08	2022-05-01
HubayGyorgy	deputyHead	Honvédelmi és rendészeti bizottság alelnöke	deputy head of the Committee on Defence and Law Enforcement	org.HRB 	2020-05-05	2022-05-01
HubayGyorgy	member	Honvédelmi és rendészeti bizottság tagja	member of the Committee on Defence and Law Enforcement	org.HRB 	2018-05-18	2022-05-01
HubayGyorgy	member	Nemzetbiztonsági bizottság tagja	member of the Committee on National Security	org.NVedB 	2018-07-02	2022-05-01
IjgyartoIstvan	secretaryOfState	kulturális és tudománydiplomáciáért felelős államtitkár	secretary of state for cultural and science diplomacy	ministry.Kul	2014-07-01	2018-05-17
IkotityIstvan	deputyHead	Kulturális bizottság alelnöke	deputy head of the Committee on Culture	org.KultB	2014-06-06	2018-05-07
IkotityIstvan	member			org.KultB	2014-06-06	2018-05-07
IkotityIstvan	secretary	jegyző	notary	OGY.7	2015-10-19	2018-05-07
IllesBoglarka	secretary	korjegyző	junior notary	OGY.9	2022-05-02	
IllesBoglarka	member	Külügyi Bizottság tag	member of the Committee on Foreign Affairs	org.KulB   	2022-06-08	2022-07-04
IllesBoglarka	member	Törvényalkotási bizottság tag	member of the Committee on Legislation	org.TB   	2022-05-02	
IzerNorbert	secretaryOfState	adóügyekért felelős államtitkár	secretary of state for tax matters	ministry.Penz	2018-05-22	2022-05-23
IzerNorbert	secretaryOfState	adóügyekért felelős államtitkár	secretary of state for tax matters	ministry.Penz	2022-05-24	
JakabIstvan	deputyHead	Országgyűlés alelnöke	deputy head of the National Assembly	OGY.7	2014-06-06	2018-05-07
JakabIstvan	deputyHead	Országgyűlés alelnöke	deputy head of the National Assembly	OGY.8	2018-05-18	2022-05-01
JakabIstvan	deputyHead	Országgyűlés alelnöke	deputy head of the National Assembly	OGY.9	2022-05-02	
JakabIstvan	member	Mezőgazdasági bizottság tagja	member of the Committee on Agriculture	org.MezoB 	2018-05-18	2018-06-04
JakabIstvan	member	Nemzeti összetartozás bizottságának tagja	member of the Committee on Cohesion	org.NOB 	2018-10-15	2022-05-01
JakabIstvan	member	Nemzeti összetartozás bizottságának tagja	member of the Committee on Cohesion	org.NOB 	2022-05-02	
JakabIstvan	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-02	2018-05-07
JakabIstvan	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-05-18	2018-10-15
JakabPeter	deputyHead	Igazságügyi bizottság alelnöke	deputy head of the Committee on Justice	org.IB	2019-02-18	2019-07-08
JakabPeter	member			org.IB	2019-02-18	2019-07-08
JakabPeter	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-05-18	2019-02-18
JamborAndrasImre	member	Költségvetési Bizottság tag	member of the Committee on Budget	org.KB  	2022-05-02	
JamborAndrasImre	member	Törvényalkotási bizottság tag	member of the Committee on Legislation	org.TB   	2022-05-17	
JavorBenedek	member	európai parlamenti képviselő	MEP	EP	2014-07-01	2019-07-01
JozsaIstvan	deputyHead	Mentelmi bizottság alelnöke	deputy head of the Committee on Immunity	org.MB	2014-06-06	2014-09-15
JozsaIstvan	member			org.MB	2014-06-06	2014-09-15
JozsaIstvan	member			org.EUB	2014-06-06	2018-05-07
JuhaszHajnalka	deputyHead	Külügyi bizottság alelnöke	deputy head of the Committee on Foreign Affairs	org.KulB  	2018-05-18	2022-05-01
JuhaszHajnalka	member			org.KulB  	2018-05-18	2022-05-01
JuhaszHajnalka	deputyHead	Külügyi bizottság alelnöke	deputy head of the Committee on Foreign Affairs	org.KulB  	2022-05-02	
JuhaszHajnalka	member			org.KulB  	2022-05-02	
JuhaszHajnalka	member	Európai ügyek bizottságának tagja	member of the Committee on European Affairs	org.EUB 	2018-05-18	2022-05-01
JuhaszHajnalka	member	Európai ügyek bizottságának tagja	member of the Committee on European Affairs	org.EUB 	2022-05-02	
JuhaszMiklos	head	Gazdasági Versenyhivatal elnöke	chair of the economic competition authority	org.GVH	2010	2020-04-15
JuhaszMiklos	member			org.GVH	2010	2020-04-15
JuhaszMiklos	member	alkotmánybíró	constitutional judge	org.AB	2020-04-15	
KaderjakPeter	secretaryOfState	energia- és klímapolitikáért felelős államtitkár	secretary of state for energy and climate policy	ministry.ITM	2018-05-22	2021-01-15
KallaiMaria	deputyHead	kulturális bizottság alelnöke	deputy chair of the cultural committee	org.KultB	2018-05-18	2022-05-01
KallaiMaria	member			org.KultB	2018-05-18	2022-05-01
KallaiMaria	deputyHead	kulturális bizottság alelnöke	deputy chair of the cultural committee	org.KultB	2022-05-02	
KallaiMaria	member			org.KultB	2022-05-02	
KalloGergely	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2020-03-09	2022-05-01
KalmanOlga	deputyHead	Kulturális bizottság alelnöke	deputy head of the Committee on Culture	org.KultB  	2022-07-04	
KalmanOlga	member			org.KultB  	2022-07-04	
KalmanOlga	deputyHead	Mentelmi Bizottság alelnök	deputy head of the Committee on Immunity	org.MB  	2022-05-02	2022-07-04
KalmanOlga	member			org.MB  	2022-05-02	2022-07-04
KalmanOlga	member	Törvényalkotási bizottság tag	member of the Committee on Legislation	org.TB   	2022-05-02	2022-07-04
KanaszNagyMate	member	Törvényalkotási bizottság tag	member of the Committee on Legislation	org.TB   	2022-05-02	
KaraAkos	deputyHead	Költségvetési bizottság alelnöke	deputy head of the Committee on Budget	org.KB	2022-05-02	
KaraAkos	member			org.KB	2022-05-02	
KaraAkos	deputyHead	Vállalkozásfejlesztési bizottság alelnöke	deputy head of the Committee on Business Development	org.VB 	2014-06-02	2014-11-06
KaraAkos	member			org.VB 	2014-06-02	2014-11-06
KaraAkos	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2019-10-21	2022-05-01
KaraAkos	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2014-11-16
KaraAkos	secretaryOfState	infokommunikációért és fogyasztóvédelemért felelős államtitkár (ITM)	Secretary of State responsible for information communication and consumer protection	ministry.ITM	2018-05-18	2019-08-31
KaraAkos	secretaryOfState	infokommunikációért és fogyasztóvédelemért felelős államtitkár (NFM)	Secretary of State responsible for information communication and consumer protection	ministry.NFM	2014-10-16	2018-05-17
KarasMonikaZsuzsanna	deputyHead	Állami Számvevőszék alelnöke		org.ASZ	2021-11-01	
KarasMonikaZsuzsanna	member			org.ASZ	2021-11-01	
KarasMonikaZsuzsanna	head	Nemzeti Média és Hírközlési Hatóság elnöke	chair of the National Media and Infocommunications Authority 	org.NMHH	2013-08-19	2021-10-31
KarasMonikaZsuzsanna	member			org.NMHH	2013-08-19	2021-10-31
KarasMonikaZsuzsanna	head	Nemzeti Média és Hírközlési Hatóság Médiatanácsának elnöke	chair of the Media Council of the National Media and Infocommunications Authority 	org.NMHH-MT	2013-09-09	2021-10-31
KarasMonikaZsuzsanna	member			org.NMHH-MT	2013-09-09	2021-10-31
KardkovacsKolos	member	Magyar Nemzeti Bank monetáris tanácsának tagja	member of the Monetary Council of the Hungarian National Bank	org.MNB-MT	2016-09-13	2018-05-07
KardkovacsKolos	member	Magyar Nemzeti Bank monetáris tanácsának tagja	member of the Monetary Council of the Hungarian National Bank	org.MNB-MT	2018-05-18	2022-05-01
KardkovacsKolos	member	Magyar Nemzeti Bank monetáris tanácsának tagja	member of the Monetary Council of the Hungarian National Bank	org.MNB-MT	2022-05-02	
KaslerMiklos	minister	emberi erőforrások minisztere	minister of human resources	GOV.11	2018-05-18	2022-05-23
KaslerMiklos	member			GOV.11	2018-05-18	2022-05-23
KaslerMiklos	head	emberi erőforrások minisztere	minister of human resources	ministry.Emmi	2018-05-18	2022-05-23
KaslerMiklos	member			ministry.Emmi	2018-05-18	2022-05-23
KecsmarKrisztian	secretaryOfState	európai uniós és nemzetközi igazságügyi együttműködésért felelős államtitkár	secretary of state for European and International Judicial Cooperation 	ministry.Igazsag	2016-10-01	2018-05-17
KecsmarKrisztian	secretaryOfState	európai uniós és nemzetközi igazságügyi együttműködésért felelős államtitkár	secretary of state for European and International Judicial Cooperation 	ministry.Igazsag	2018-05-22	2018-08-31
KepliLajos	member	Fenntartható fejlődés bizottságának tagja	member of the Committee on Sustainable Development	org.FFB	2014-06-06	2018-05-07
KepliLajos	member	Fenntartható fejlődés bizottságának alelnöke	deputy head of the Committee on Sustainable Development	org.FFB 	2018-05-18	2019-06-25
KerenyiJanos	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2014-06-23	2018-05-07
KerenyiJanos	member	Mentelmi bizottság tagja	member of the Committee on Immunity	org.MB	2014-06-06	2018-10-15
KerenyiJanos	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-10-15	2022-05-01
KeresztesLaszloLorant	head	Fenntartható fejlődés bizottságának elnöke	head of the Committee on Sustainable Development	org.FFB	2022-05-02	
KeresztesLaszloLorant	member			org.FFB	2022-05-02	
KeresztesLaszloLorant	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-05-18	2022-05-01
KeszZoltan	member	Igazságügyi bizottság tagja	member of the Committee on Justice	org.IB	2015-03-17	2018-05-07
KisMiklosZsolt	secretaryOfState	agrár-vidékfejlesztésért felelős államtitkár	secretary of state for agriculture and rural development	ministry.Fold	2014-06-06	2018-05-17
KisMiklosZsolt	secretaryOfState	vidékfejlesztésért felelős államtitkár	secretary of state for agriculture and rural development	ministry.Agrar	2018-05-18	2019-12-03
KissLaszlo	member	Nemzeti összetartozás bizottságának tagja	member of the Committee on Cohesion	org.NOB 	2014-06-06	2018-05-07
KissLaszlo	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2015-06-08	2016-09-12
KissLaszlo	member	Vállalkozásfejlesztési bizottság tagja	member of the Committee on Business Development	org.VB 	2014-06-06	2018-05-07
KissneKolesErika	deputyHead	Magyarországi nemzetiségek bizottságának alelnöke	deputy head of the Committee on Nationalities in Hungary	org.MNemzB 	2020-03-09	2022-05-01
KissneKolesErika	deputyHead	Magyarországi nemzetiségek bizottságának alelnöke	deputy head of the Committee on Nationalities in Hungary	org.MNemzB 	2022-05-09	
KissneKolesErika	member	szlovén nemzetiségi szószóló	advocate for the Slovenian minority	org.MNemzB 	2014-05-26	2018-05-07
KissneKolesErika	member	szlovén nemzetiségi szószóló	advocate for the Slovenian minority	org.MNemzB 	2018-05-18	2022-05-01
KissneKolesErika	member	szlovén nemzetiségi szószóló	advocate for the Slovenian minority	org.MNemzB 	2022-05-02	
KocsisCakeOlivio	deputyHead	Mentelmi bizottság alelnöke	deputy head of the Committee on Immunity	org.MB 	2018-06-11	2022-05-01
KocsisCakeOlivio	member			org.MB 	2018-06-11	2022-05-01
KocsisMate	head	Honvédelmi és rendészeti bizottság elnöke	head of the Committee on Defence and Law Enforcement	org.HRB 	2018-05-18	2018-06-04
KocsisMate	member			org.HRB 	2018-05-18	2018-06-04
KocsisMate	member	Nemzetbiztonsági bizottság tagja	member of the Committee on National Security	org.NVedB 	2022-05-02	
KoltayAndras	head	Nemzeti Média- és Hírközlési Hatóság elnöke	head of the National Media and Infocommunications Authority 	org.NMHH 	2021-12-03	
KoltayAndras	member			org.NMHH 	2021-12-03	
KoltayAndras	head	Nemzeti Média- és Hírközlési Hatóság Médiatanácsának elnöke	head of the Media Council of the National Media and Infocommunications Authority 	org.NMHH-MT	2021-12-03	
KoltayAndras	member			org.NMHH-MT	2021-12-03	
KomaromiZoltan	deputyHead	Népjóléti Bizottság alelnök	deputy head of the Committee on Social Welfare	org.NB  	2022-05-02	
KomaromiZoltan	member			org.NB  	2022-05-02	
KomjathiImre	deputyHead	Törvényalkotási bizottság alelnök	deputy head of the Committee on Legislation	org.TB   	2022-05-02	
KomjathiImre	member			org.TB   	2022-05-02	
KomjathiImre	member	Mentelmi Bizottság tag	member of the Committee on Immunity	org.MB  	2022-05-02	
KonczFerenc	member	Fenntartható fejlődés bizottságának tagja	member of the Committee on Sustainable Development	org.FFB	2018-05-18	2020-07-10
KonczZsofia	secretary	korjegyző	juniorNotary	OGY.9	2022-05-02	
KonczZsofia	member	Fenntartható fejlődés bizottságának tagja	member of the Committee on Sustainable Development	org.FFB	2020-11-02	2022-05-01
KonczZsofia	member	Fenntartható fejlődés bizottságának tagja	member of the Committee on Sustainable Development	org.FFB	2022-05-02	
KonczZsofia	secretaryOfState			ministry.TIM	2022-05-24	
KontratKaroly	deputyHead	Honvédelmi és rendészeti bizottság alelnöke	deputy head of the Committee on Defence and Law Enforcement	org.HRB	2022-06-08	
KontratKaroly	member			org.HRB	2022-06-08	
KontratKaroly	secretaryOfState			ministry.Bel	2014-06-15	2018-05-17
KontratKaroly	secretaryOfState			ministry.Bel	2018-05-22	2022-05-23
KontratKaroly	secretaryOfState	Belügyminisztérium parlamenti államtitkára	parliamentary secretary of state for the Ministry of Interior	ministry.Bel	2014-06-06	2018-05-17
KonyaPeter	member 	Mezőgazdasági bizottság tagja	member of the Committee on Agriculture	org.MezoB 	2014-06-02	2018-05-07
KopecziBoczTamas	secretaryOfState	uniós fejlesztésekért felelős államtitkár	secretary of state for EU development	ministry.Emmi	2015-06-17	2016-07-19
KoraniszLaokratisz	member	görög nemzetiségi szószóló	advocate for the Greek minority	org.MNemzB 	2014-05-26	2018-05-07
KoraniszLaokratisz	member	görög nemzetiségi szószóló	advocate for the Greek minority	org.MNemzB 	2022-05-02	
KordasLaszlo	deputyHead	Vállalkozásfejlesztési Bizottság alelnök	deputy head of the Committee for Business Development	org.VB  	2022-05-02	
KordasLaszlo	member			org.VB  	2022-05-02	
KorozsLajos	deputyHead	Népjóléti bizottság alelnöke	deputy head of the Committee on Social Welfare	org.NB 	2014-06-06	2018-05-07
KorozsLajos	member			org.NB 	2014-06-06	2018-05-07
KorozsLajos	head	Népjóléti bizottság elnöke	head of the Committee on Social Welfare	org.NB 	2018-05-18	2022-05-01
KorozsLajos	member			org.NB 	2018-05-18	2022-05-01
KosaAdam	member	európai parlamenti képviselő	member of the European Parliament	EP	2009	
KosaLajos	head	Honvédelmi és rendészeti bizottság elnöke	head of the Committee on Defence and Law Enforcement	org.HRB	2014-06-06	2017-10-02
KosaLajos	member			org.HRB	2014-06-06	2017-10-02
KosaLajos	head	Honvédelmi és rendészeti bizottság elnöke	head of the Committee on Defence and Law Enforcement	org.HRB	2018-06-04	2022-05-01
KosaLajos	member			org.HRB	2018-06-04	2022-05-01
KosaLajos	head	Honvédelmi és rendészeti bizottság elnöke	head of the Committee on Defence and Law Enforcement	org.HRB	2022-05-02	
KosaLajos	member			org.HRB	2022-05-02	
KosaLajos	minister	megyei jogú városok fejlesztéséért felelős tárca nélküli miniszter	minister without portfolio responsible for the development of cities with county status	GOV.10	2017-10-02	2018-05-17
KosaLajos	member			GOV.10	2017-10-02	2018-05-17
KovacsArpad	head	Költségvetési Tanács elnöke	chair of the Budget Committee	org.KT	2012-01-10	
KovacsArpad	member			org.KT	2012-01-10	
KovacsJozsef	deputyHead	Népjóléti bizottság alelnöke	deputy head of the Committee on Social Welfare	org.NB	2014-06-06	2018-05-07
KovacsJozsef	member			org.NB	2014-06-06	2018-05-07
KovacsJozsef	deputyHead	Népjóléti bizottság alelnöke	deputy head of the Committee on Social Welfare	org.NB	2018-05-18	2022-05-01
KovacsJozsef	member			org.NB	2018-05-18	2022-05-01
KovacsJozsef	deputyHead	Népjóléti bizottság alelnöke	deputy head of the Committee on Social Welfare	org.NB	2022-05-02	
KovacsJozsef	member			org.NB	2022-05-02	
KovacsPal	secretaryOfState	Paksi Atomerőmű kapacitásának fenntartásáért felelős államtitkár	secretary of state for maintaining the capacity of the Paks Nuclear Powerplant	GOV.11	2019-02-01	2022-05-23
KovacsSandor	deputyHead	Népjóléti bizottság alelnöke	deputy head of the Committee on Social Welfare	org.NB 	2022-05-02	
KovacsSandor	member			org.NB	2022-05-02	
KovacsSandor	member	Kulturális bizottság tagja	member of the Committee on Culture	org.KultB	2021-09-27	2022-05-01
KovacsSandor	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2014-06-06	2022-05-01
KovacsZoltan	deputyHead	Igazságügyi bizottság alelnöke	deputy head of the Committee on Justice	org.IB	2014-06-02	2014-06-18
KovacsZoltan	member			org.IB	2014-05-06	2014-06-18
KovacsZoltan	deputyHead	Igazságügyi bizottság alelnöke	deputy head of the Committee on Justice	org.IB	2018-06-04	2022-05-01
KovacsZoltan	member			org.IB	2018-06-04	2022-05-01
KovacsZoltan	deputyHead	Igazságügyi bizottság alelnöke	deputy head of the Committee on Justice	org.IB	2022-05-02	
KovacsZoltan	member			org.IB	2022-05-02	
KovacsZoltan	secretaryOfState	nemzetközi kommunikációért és kapcsolatokért felelős államtitkár	secretary of state for international communication and relations	ministry.Kabi	2018-11	
KovacsZoltan	secretaryOfState	területi közigazgatásért felelős államtitkár	secretary of state for regional public administration	ministry.Min	2014-06-15	2018-05-17
KoverLaszlo	head	Országgyűlés elnöke	head of the National Assembly	OGY.7	2014-06-06	2018-05-07
KoverLaszlo	member			OGY.7	2014-06-06	2018-05-07
KoverLaszlo	head	Országgyűlés elnöke	head of the National Assembly	OGY.8	2018-05-18	2022-05-01
KoverLaszlo	member			OGY.8	2018-05-18	2022-05-01
KoverLaszlo	head	Országgyűlés elnöke	head of the National Assembly	OGY.9	2022-05-02	
KoverLaszlo	member			OGY.9	2022-05-02	
KozmaAkos	ombudsman	alapvető jogok biztosa	ombudsman for fundamental rights	OGY	2019-09-26	
KresztaTrajan	member	román nemzetiségi szószóló	advocate for the Romanian minority	org.MNemzB 	2014-06-06	2018-05-07
KresztaTrajan	member	román nemzetiségi szószóló	advocate for the Romanian minority	org.MNemzB 	2018-05-18	2022-05-01
KresztaTrajan	member	román nemzetiségi szószóló	advocate for the Romanian minority	org.MNemzB 	2022-05-02	
KucsakLaszlo	deputyHead	Kulturális bizottság alelnöke	deputy head of the Committee on Culture	org.KultB	2014-06-02	2018-05-07
KucsakLaszlo	member	Kulturális bizottság tagja	member of the Committee on Culture	org.KultB	2014-05-06	2018-05-07
KucsakLaszlo	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2014-06-24	2015-02-16
KucsakLaszlo	member	Törvényalkotási bizottság	member of the Committee on Legislation	org.TB 	2014-06-06	2018-05-07
KulcsarGergely	member	Mentelmi bizottság tagja	member of the Committee on Immunity	org.MB 	2014-06-06	2018-05-07
KunhalmiAgnes	deputyHead	a Kulturális bizottság alelnöke	deputy head of the Committee on Culture	org.KulB  	2014-06-06	2018-05-07
KunhalmiAgnes	member			org.KulB  	2014-06-06	2018-05-07
KunhalmiAgnes	deputyHead	a Kulturális bizottság alelnöke	deputy head of the Committee on Culture	org.KulB  	2018-05-18	2022-05-01
KunhalmiAgnes	member			org.KulB  	2018-05-18	2022-05-01
KunhalmiAgnes	deputyHead	a Kulturális bizottság alelnöke	deputy head of the Committee on Culture	org.KulB  	2022-05-02	
KunhalmiAgnes	member			org.KulB  	2022-05-02	
KunhalmiAgnes	secretary	korjegyző	junior notary	OGY.7	2014-06-06	2014-06-06
LajtarIstvan	deputyHead	legfőbb ügyész helyettese	deputy prosecutor general	org.LU	2013-10-01	
LajtarIstvan	member			org.LU	2013-10-01	
LangZsolt	member	Törvényalkotási bizottság tag	member of the Committee on Legislation	org.TB   	2022-05-02	
LaszloImre	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB	2018-05-08	2019-10-29
LaszloTamas	deputyHead	Költségvetési bizottság alelnöke	deputy head of the Committee on Budget	org.KB	2014-06-06	2014-06-02
LaszloTamas	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2014-06-06	2018-05-07
LaszloTamas	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2017-10-02	2022-05-01
LatorcaiCsabaJanos	secretaryOfState	közigazgatási államtitkár		ministry.Emmi	2014-06-07	2018-05-17
LatorcaiJanos	deputyHead	az Országgyűlés alelnöke	Deputy Speaker of the National Assembly	OGY.7	2014-06-06	2018-05-07
LatorcaiJanos	deputyHead	az Országgyűlés alelnöke	Deputy Speaker of the National Assembly	OGY.8	2018-05-08	2022-05-01
LatorcaiJanos	deputyHead	az Országgyűlés alelnöke	Deputy Speaker of the National Assembly	OGY.9	2022-05-02	
LatorcaiJanos	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB	2018-05-18	2018-06-04
